Zeit:;SDP1_01_330SY_RPM.Current_Value;SDP1_08_111TT.PV;SDP1_01_340TT.PV;SDP1_01_346PT.PV;SDP1_01_310SY_RPM.Current_Value;SDP1_01_326PT.PV;SDP1_01_370SY_RPM.Current_Value;SDP1_01_386PT.PV;SDP1_01_340TIC.SP;SDP1_56_665FT.PV;SDP1_56_461DT.PV;SDP1_56_361DT.PV;SDP1_02_230SY.PV;SDP1_08_110TT.PV;SDP1_56_565FT.PV
05.12.2021 11:16:05.162;;;;;;;77,0;;;;;;;;
05.12.2021 11:16:08.460;;;;;;;;;;;;;;62;
05.12.2021 11:16:09.992;;61,8;;;;;;;;;;;;;
05.12.2021 11:16:20.773;;;;;;;;276;;;;;;;
05.12.2021 11:16:23.476;77;;;;;;;;;;;;;;
05.12.2021 11:16:24.976;77;;;;;;;;;;;;;;
05.12.2021 11:16:33.335;;;;;;;;;85,10;;;;;;
05.12.2021 11:16:36.523;;;;;;;;;;;;;93,9;;
05.12.2021 11:17:19.149;;;85,8;;;;;;;;;;;;
05.12.2021 11:17:21.008;;;;;;275;;;;;;;;;
05.12.2021 11:17:22.774;;;;274;;;;;;;;;;;
05.12.2021 11:17:23.477;;;;;78,1;;;;;;;;;;
05.12.2021 11:17:24.664;;;;;;;77,5;;;;;;;;
05.12.2021 11:17:24.836;;;;;;;;;85,80;;;;;;
05.12.2021 11:17:24.977;77;;;;78,5;;;;;;;;;;
05.12.2021 11:17:41.493;;;;;;281;;;;;;;;;
05.12.2021 11:17:42.274;;;;;;;;280;;;;;;;
05.12.2021 11:17:47.073;;;;;;;;;;13351;;;;;
05.12.2021 11:18:15.680;;;;;;;;;;;0,9938;1,2017;;62;
05.12.2021 11:19:23.780;;;;278;;;;;;;;;;;
05.12.2021 11:19:35.675;;;85,1;;;;;;;;;;;;
05.12.2021 11:19:41.784;;;;;;;;280;;;;;;;
05.12.2021 11:19:43.847;;;;;;;;;85,11;;;;;;
05.12.2021 11:19:44.003;;;;;;279;;;;;;;;;
05.12.2021 11:19:44.519;;;;;;280;;;;;;;;;
05.12.2021 11:19:45.347;;;;;;;;;85,11;;;;;;
05.12.2021 11:19:45.784;;;;;;;;280;;;;;;;
05.12.2021 11:19:49.784;;;;278;;;;;;;;;;;
05.12.2021 11:19:52.347;;;;;;;;;85,08;;;;;;
05.12.2021 11:20:18.444;;;;;;;;;;;;;;62;
05.12.2021 11:20:21.444;;61,9;;;;;;;;;;;;;
05.12.2021 11:20:27.663;;;85,2;;;;;;;;;;;;
05.12.2021 11:20:56.462;;;;;;;;;;;;;;63;
05.12.2021 11:21:33.447;;62,1;;;;;;;;;;;;;
05.12.2021 11:21:33.478;77;;;;;;;;;;;;;;
05.12.2021 11:21:34.463;78;;;;;;;;;;;;;;
05.12.2021 11:21:47.791;;;;;;;;280;;;;;;;
05.12.2021 11:22:23.167;;;85,7;;;;;;;;;;;;
05.12.2021 11:22:34.839;;;;;;;;;85,73;;;;;;
05.12.2021 11:22:35.995;;;;;;278;;;;;;;;;
05.12.2021 11:22:47.073;;;;;;;;;;13408;;;;;
05.12.2021 11:23:02.779;;;;282;;;;;;;;;;;
05.12.2021 11:23:03.482;;;;;78,6;;;;;;;;;;
05.12.2021 11:23:04.982;;;;;79,0;;;;;;;;;;
05.12.2021 11:23:18.451;;;;;;;;;;;;;;62;
05.12.2021 11:23:18.951;;62,0;;;;;;;;;;;;;
05.12.2021 11:23:24.185;;;;;;;77,6;;;;;;;;
05.12.2021 11:23:25.170;;;;;;;78,0;;;;;;;;
05.12.2021 11:23:31.170;;;85,5;;;;;;;;;;;;
05.12.2021 11:23:37.779;;;;;;;;284;;;;;;;
05.12.2021 11:23:37.998;;;;;;285;;;;;;;;;
05.12.2021 11:23:46.295;;;;;;;;284;;;;;;;
05.12.2021 11:23:47.779;;;;282;;;;;;;;;;;
05.12.2021 11:23:48.373;;;;;;;;;85,37;;;;;;
05.12.2021 11:23:48.498;;;;;;283;;;;;;;;;
05.12.2021 11:23:49.342;;;;;;;;;85,36;;;;;;
05.12.2021 11:23:49.779;;;;282;;;;;;;;;;;
05.12.2021 11:23:50.498;;;;;;283;;;;;;;;;
05.12.2021 11:23:51.170;;;85,3;;;;;;;;;;;;
05.12.2021 11:23:57.795;;;;;;;;284;;;;;;;
05.12.2021 11:24:21.795;;;;282;;;;;;;;;;;
05.12.2021 11:24:32.998;;;;;;285;;;;;;;;;
05.12.2021 11:24:54.155;;;;;;;77,9;;;;;;;;
05.12.2021 11:24:54.952;;;;;78,6;;;;;;;;;;
05.12.2021 11:24:55.170;;;;;;;77,5;;;;;;;;
05.12.2021 11:24:55.483;;;;;78,5;;;;;;;;;;
05.12.2021 11:24:58.342;;;;;;;;;85,04;;;;;;
05.12.2021 11:25:01.202;;;85,0;;;;;;;;;;;;
05.12.2021 11:25:03.795;;;;;;;;280;;;;;;;
05.12.2021 11:25:09.280;;;;282;;;;;;;;;;;
05.12.2021 11:25:58.157;;;85,6;;;;;;;;;;;;
05.12.2021 11:26:07.704;;61,9;;;;;;;;;;;;;
05.12.2021 11:26:08.344;;;;;;;;;85,62;;;;;;
05.12.2021 11:26:09.454;;;;;;278;;;;;;;;;
05.12.2021 11:26:14.844;;;;;;;;;;;;;;62;
05.12.2021 11:26:25.485;;;;;79,0;;;;;;;;;;
05.12.2021 11:26:25.673;;;;;;;78,0;;;;;;;;
05.12.2021 11:26:36.594;;;;;;;;;;;;;93,9;;
05.12.2021 11:26:46.204;;;85,3;;;;;;;;;;;;
05.12.2021 11:26:58.799;;;;;;;;284;;;;;;;
05.12.2021 11:27:14.127;;;;;;;;;;;;;;62;
05.12.2021 11:27:42.285;;;;;;;;284;;;;;;;
05.12.2021 11:27:47.073;;;;;;;;;;13463;;;;;
05.12.2021 11:27:50.363;;61,6;;;;;;;;;;;;;
05.12.2021 11:27:52.285;;;;282;;;;;;;;;;;
05.12.2021 11:27:52.957;;;;;;283;;;;;;;;;
05.12.2021 11:27:53.379;;;;;;;;;85,17;;;;;;
05.12.2021 11:27:54.191;;;;;;;77,8;;;;;;;;
05.12.2021 11:27:54.300;;;;282;;;;;;;;;;;
05.12.2021 11:27:54.457;;;;;;284;;;;;;;;;
05.12.2021 11:27:54.879;;;;;;;;;85,17;;;;;;
05.12.2021 11:27:55.175;;;;;;;77,5;;;;;;;;
05.12.2021 11:27:55.285;;;;;;;;283;;;;;;;
05.12.2021 11:27:57.660;;;85,2;;;;;;;;;;;;
05.12.2021 11:27:57.941;;;;;;285;;;;;;;;;
05.12.2021 11:28:04.925;;;;;78,6;;;;;;;;;;
05.12.2021 11:28:05.441;;;;;78,5;;;;;;;;;;
05.12.2021 11:28:15.722;;61,6;;;;;;279;;;0,9938;1,2013;;62;
05.12.2021 11:29:18.457;;;;;;278;;;;;;;;;
05.12.2021 11:29:24.848;;;;;;;;;85,12;;;;;;
05.12.2021 11:29:53.926;77;;;;;;;;;;;;;;
05.12.2021 11:29:54.926;77;;;;;;;;;;;;;;
05.12.2021 11:30:05.786;;;;278;;;;;;;;;;;
05.12.2021 11:30:56.598;;;;;;;;;;;;;;62;
05.12.2021 11:31:02.255;;;85,5;;;;;;;;;;;;
05.12.2021 11:31:25.442;78;;;;;;;;;;;;;;
05.12.2021 11:31:41.083;;61,9;;;;;;;;;;;;;
05.12.2021 11:31:47.771;;;;282;;;;;;;;;;;
05.12.2021 11:31:56.287;;;;;;;;280;;;;;;;
05.12.2021 11:31:58.333;;;;;;;;;85,57;;;;;;
05.12.2021 11:31:58.474;;;;;;279;;;;;;;;;
05.12.2021 11:31:59.005;;;;;;280;;;;;;;;;
05.12.2021 11:31:59.333;;;;;;;;;85,57;;;;;;
05.12.2021 11:31:59.771;;;;;;;;280;;;;;;;
05.12.2021 11:31:59.990;;;;;;278;;;;;;;;;
05.12.2021 11:32:03.427;;;;;78,6;;;;;;;;;;
05.12.2021 11:32:04.927;;;;;79,0;;;;;;;;;;
05.12.2021 11:32:12.958;;;;;;;;;;;;;;62;
05.12.2021 11:32:19.162;;;85,6;;;;;;;;;;;;
05.12.2021 11:32:20.787;;;;282;;;;;;;;;;;
05.12.2021 11:32:32.865;;;;;;;;;85,63;;;;;;
05.12.2021 11:32:47.073;;;;;;;;;;13420;;;;;
05.12.2021 11:32:54.162;;;;;;;77,6;;;;;;;;
05.12.2021 11:32:55.162;;;;;;;78,0;;;;;;;;
05.12.2021 11:32:58.959;;;;;;284;;;;;;;;;
05.12.2021 11:33:17.287;;;;;;;;284;;;;;;;
05.12.2021 11:33:42.162;;;85,1;;;;;;;;;;;;
05.12.2021 11:33:54.678;;;;;;;77,5;;;;;;;;
05.12.2021 11:33:56.335;;;;;;;;;85,08;;;;;;
05.12.2021 11:33:57.194;;62,0;;;;;;;;;;;;;
05.12.2021 11:34:04.928;;;;;78,5;;;;;;;;;;
05.12.2021 11:34:40.772;;;;282;;;;;;;;;;;
05.12.2021 11:34:46.194;;62,1;;;;;;;;;;;;;
05.12.2021 11:34:54.928;77;;;;;;;;;;;;;;
05.12.2021 11:34:55.944;77;;;;;;;;;;;;;;
05.12.2021 11:35:02.320;;;;278;;;;;;;;;;;
05.12.2021 11:35:37.789;;;;;;;;280;;;;;;;
05.12.2021 11:35:40.695;;;;;;;;;;;;;;63;
05.12.2021 11:36:01.648;;;85,4;;;;;;;;;;;;
05.12.2021 11:36:02.445;;;;;;278;;;;;;;;;
05.12.2021 11:36:03.336;;;;;;;;;85,37;;;;;;
05.12.2021 11:36:03.961;;;;;;280;;;;;;;;;
05.12.2021 11:36:04.836;;;;;;;;;85,38;;;;;;
05.12.2021 11:36:08.289;;;;;;;;280;;;;;;;
05.12.2021 11:36:16.274;;;;278;;;;;;;;;;;
05.12.2021 11:36:21.195;;62,2;;;;;;;;;;;;;
05.12.2021 11:36:23.445;;;;;;278;;;;;;;;;
05.12.2021 11:36:35.883;;;;;;;;;;;;;93,8;;
05.12.2021 11:36:42.164;;;85,5;;;;;;;;;;;;
05.12.2021 11:36:51.336;;;;;;;;;85,49;;;;;;
05.12.2021 11:37:04.930;77;;;;;;;;;;;;;;
05.12.2021 11:37:05.430;78;;;;;;;;;;;;;;
05.12.2021 11:37:42.290;;;;282;;;;;;;;;;;
05.12.2021 11:37:47.073;;;;;;;;;;13420;;;;;
05.12.2021 11:38:04.931;77;;;;;;;;;;;;;;
05.12.2021 11:38:13.775;;;;;;;;280;;;;;;;
05.12.2021 11:38:15.821;;;;;;;;;;;0,9938;1,2011;;63;
05.12.2021 11:39:19.668;;;85,1;;;;;;;;;;;;
05.12.2021 11:39:28.840;;;;;;;;;85,12;;;;;;
05.12.2021 11:39:37.449;;;;;;281;;;;;;;;;
05.12.2021 11:39:49.199;;62,4;;;;;;;;;;;;;
05.12.2021 11:39:54.668;;;;;;;77,1;;;;;;;;
05.12.2021 11:39:55.184;;;;;;;77,0;;;;;;;;
05.12.2021 11:40:04.278;;;;;;;;276;;;;;;;
05.12.2021 11:40:06.215;;;;;;;;;;;;;;63;
05.12.2021 11:40:07.293;;;;278;;;;;;;;;;;
05.12.2021 11:40:07.949;;;;;;278;;;;;;;;;
05.12.2021 11:40:08.340;;;;;;;;;85,19;;;;;;
05.12.2021 11:40:08.778;;;;;;;;276;;;;;;;
05.12.2021 11:40:08.949;;;;;;280;;;;;;;;;
05.12.2021 11:40:10.340;;;;;;;;;85,19;;;;;;
05.12.2021 11:40:12.293;;;;;;;;276;;;;;;;
05.12.2021 11:40:18.668;;;85,3;;;;;;;;;;;;
05.12.2021 11:40:29.778;;;;279;;;;;;;;;;;
05.12.2021 11:40:34.700;;;;;;;;;;;;;;63;
05.12.2021 11:40:36.668;;;85,5;;;;;;;;;;;;
05.12.2021 11:40:51.700;;62,5;;;;;;;;;;;;;
05.12.2021 11:40:54.168;;;;;;;77,3;;;;;;;;
05.12.2021 11:40:55.153;;;;;;;77,5;;;;;;;;
05.12.2021 11:40:57.450;;;;;;278;;;;;;;;;
05.12.2021 11:41:10.295;;;;;;;;280;;;;;;;
05.12.2021 11:41:25.936;;;;;;281;;;;;;;;;
05.12.2021 11:41:40.342;;;;;;;;;85,51;;;;;;
05.12.2021 11:42:00.795;;;;279;;;;;;;;;;;
05.12.2021 11:42:47.073;;;;;;;;;;13386;;;;;
05.12.2021 11:43:33.171;;;85,1;;;;;;;;;;;;
05.12.2021 11:43:40.780;;;;278;;;;;;;;;;;
05.12.2021 11:43:42.343;;;;;;;;;85,11;;;;;;
05.12.2021 11:43:46.686;;62,6;;;;;;;;;;;;;
05.12.2021 11:43:54.671;;;;;;;77,0;;;;;;;;
05.12.2021 11:43:58.796;;;;;;;;276;;;;;;;
05.12.2021 11:44:11.296;;;;278;;;;;;;;;;;
05.12.2021 11:44:12.358;;;;;;;;;85,18;;;;;;
05.12.2021 11:44:12.952;;;;;;279;;;;;;;;;
05.12.2021 11:44:13.202;;;;;;;;;;;;;;63;
05.12.2021 11:44:13.343;;;;;;;;;85,17;;;;;;
05.12.2021 11:44:13.436;;;;;;279;;;;;;;;;
05.12.2021 11:44:13.780;;;;278;;;;277;;;;;;;
05.12.2021 11:44:23.843;;;;;;;;;85,13;;;;;;
05.12.2021 11:44:24.796;;;;;;;;276;;;;;;;
05.12.2021 11:44:30.202;;62,7;;;;;;;;;;;;;
05.12.2021 11:44:39.672;;;85,2;;;;;;;;;;;;
05.12.2021 11:45:33.939;;;;;78,4;;;;;;;;;;
05.12.2021 11:45:34.173;;;;;;;77,3;;;;;;;;
05.12.2021 11:45:35.173;;;;;;;77,5;;;;;;;;
05.12.2021 11:45:35.454;;;;;78,0;;;;;;;;;;
05.12.2021 11:45:42.798;;;;;;;;280;;;;;;;
05.12.2021 11:45:46.954;;;;;;275;;;;;;;;;
05.12.2021 11:45:55.439;;;;;78,5;;;;;;;;;;
05.12.2021 11:46:02.455;;;;;;281;;;;;;;;;
05.12.2021 11:46:35.939;;;;;;;;;;;;;93,8;;
05.12.2021 11:46:44.690;;62,8;;;;;;;;;;;;;
05.12.2021 11:47:31.160;;;85,4;;;;;;;;;;;;
05.12.2021 11:47:33.926;77;;;;;;;;;;;;;;
05.12.2021 11:47:34.926;78;;;;;;;;;;;;;;
05.12.2021 11:47:46.848;;;;;;;;;85,51;;;;;;
05.12.2021 11:47:47.073;;;;;;;;;;13375;;;;;
05.12.2021 11:48:00.286;;;;283;;;;;;;;;;;
05.12.2021 11:48:15.817;;62,8;;282;;;;280;;;0,9938;1,2007;;63;
05.12.2021 11:48:16.848;;;;;;;;;85,47;;;;;;
05.12.2021 11:48:16.973;;;;;;279;;;;;;;;;
05.12.2021 11:48:18.473;;;;;;279;;;;;;;;;
05.12.2021 11:48:19.301;;;;282;;;;;;;;;;;
05.12.2021 11:48:20.348;;;;;;;;;85,47;;;;;;
05.12.2021 11:48:23.286;;;;;;;;280;;;;;;;
05.12.2021 11:48:41.146;;;85,3;;;;;;;;;;;;
05.12.2021 11:48:45.271;;;;;;;;281;;;;;;;
05.12.2021 11:48:57.287;;;;283;;;;;;;;;;;
05.12.2021 11:49:19.930;;;;;;278;;;;;;;;;
05.12.2021 11:49:38.649;;62,7;;;;;;;;;;;;;
05.12.2021 11:49:49.275;;;;;;;;280;;;;;;;
05.12.2021 11:49:53.915;77;;;;;;;;;;;;;;
05.12.2021 11:49:55.415;77;;;;;;;;;;;;;;
05.12.2021 11:50:05.775;;;;278;;;;;;;;;;;
05.12.2021 11:50:10.150;;;85,1;;;;;;;;;;;;
05.12.2021 11:50:38.838;;;;;;;;;85,08;;;;;;
05.12.2021 11:50:47.247;;62,8;;;;;;;;;;;;;
05.12.2021 11:51:16.263;;;;;;;;;;;;;;63;
05.12.2021 11:51:41.717;;;85,2;;;;;;;;;;;;
05.12.2021 11:51:57.936;;;;;;281;;;;;;;;;
05.12.2021 11:52:20.796;;;;279;;;;;;;;;;;
05.12.2021 11:52:22.280;;;;;;;;280;;;;;;;
05.12.2021 11:52:22.343;;;;;;;;;85,20;;;;;;
05.12.2021 11:52:22.436;;;;;;279;;;;;;;;;
05.12.2021 11:52:22.843;;;;;;;;;85,20;;;;;;
05.12.2021 11:52:23.452;;;;;;279;;;;;;;;;
05.12.2021 11:52:24.171;;;;;;;77,4;;;;;;;;
05.12.2021 11:52:24.280;;;;;;;;280;;;;;;;
05.12.2021 11:52:24.796;;;;279;;;;;;;;;;;
05.12.2021 11:52:25.171;;;;;;;77,0;;;;;;;;
05.12.2021 11:52:33.781;;;;;;;;277;;;;;;;
05.12.2021 11:52:47.073;;;;;;;;;;13396;;;;;
05.12.2021 11:52:55.672;;;;;;;77,5;;;;;;;;
05.12.2021 11:53:07.953;;62,9;;;;;;;;;;;;;
05.12.2021 11:53:22.453;;;;;;;;;;;;;;63;
05.12.2021 11:53:31.781;;;;279;;;;;;;;;;;
05.12.2021 11:53:36.000;;;;;;279;;;;;;;;;
05.12.2021 11:53:43.267;;;;;;;;;;;;;93,7;;
05.12.2021 11:53:43.736;;;85,3;;;;;;;;;;;;
05.12.2021 11:53:54.440;77;;;;;;;;;;;;;;
05.12.2021 11:53:55.424;78;;;;;;;;;;;;;;
05.12.2021 11:54:22.705;;;85,4;;;;;;;;;;;;
05.12.2021 11:54:35.347;;;;;;;;;85,52;;;;;;
05.12.2021 11:54:57.285;;;;;;;;281;;;;;;;
05.12.2021 11:55:39.160;;;85,3;;;;;;;;;;;;
05.12.2021 11:55:53.425;;;;;78,6;;;;;;;;;;
05.12.2021 11:55:54.925;;;;;79,0;;;;;;;;;;
05.12.2021 11:56:02.160;;;85,4;;;;;;;;;;;;
05.12.2021 11:56:23.785;;;;283;;;;;;;;;;;
05.12.2021 11:56:24.800;;;;283;;;;;;;;;;;
05.12.2021 11:56:25.082;;;;;;;;;;;;;;63;
05.12.2021 11:56:25.847;;;;;;;;;85,46;;;;;;
05.12.2021 11:56:26.441;;;;;;285;;;;;;;;;
05.12.2021 11:56:27.285;;;;;;;;281;;;;;;;
05.12.2021 11:56:27.441;;;;;;284;;;;;;;;;
05.12.2021 11:56:27.847;;;;;;;;;85,47;;;;;;
05.12.2021 11:56:27.957;;;;;;283;;;;;;;;;
05.12.2021 11:56:28.175;;;85,5;;;;;;;;;;;;
05.12.2021 11:56:28.785;;;;;;;;281;;;;;;;
05.12.2021 11:56:29.847;;;;;;;;;85,47;;;;;;
05.12.2021 11:56:34.082;;62,8;;;;;;;;;;;;;
05.12.2021 11:56:35.285;;;;283;;;;;;;;;;;
05.12.2021 11:56:35.988;;;;;;;;;;;;;93,6;;
05.12.2021 11:56:40.785;;;;;;;;280;;;;;;;
05.12.2021 11:56:53.692;;;;;;;77,6;;;;;;;;
05.12.2021 11:56:55.208;;;;;;;78,0;;;;;;;;
05.12.2021 11:56:57.083;;;;;;;;;;;;;;63;
05.12.2021 11:57:13.786;;;;283;;;;;;;;;;;
05.12.2021 11:57:14.286;;;;;;;;285;;;;;;;
05.12.2021 11:57:47.073;;;;;;;;;;13420;;;;;
05.12.2021 11:57:56.943;;;;;;285;;;;;;;;;
05.12.2021 11:58:05.193;;;;;;;77,5;;;;;;;;
05.12.2021 11:58:15.850;;;;;;;;;;;0,9938;1,2008;;;
05.12.2021 11:58:32.288;;;;282;;;;;;;;;;;
05.12.2021 11:58:53.913;;;;;78,9;;;;;;;;;;
05.12.2021 11:58:55.413;;;;;78,5;;;;;;;;;;
05.12.2021 11:59:04.913;;;;;79,0;;;;;;;;;;
05.12.2021 11:59:34.914;;;;;78,5;;;;;;;;;;
05.12.2021 11:59:38.570;;;;;;;;;;;;;;63;
05.12.2021 11:59:44.664;;;85,0;;;;;;;;;;;;
05.12.2021 11:59:45.430;;;;;;279;;;;;;;;;
05.12.2021 12:00:18.836;;;;;;;;;84,92;;;;;;
05.12.2021 12:00:21.071;;62,3;;;;;;;;;;;;;
05.12.2021 12:00:27.789;;;;;;;;280;;;;;;;
05.12.2021 12:00:31.289;;;;283;;;;;;;;;;;
05.12.2021 12:00:31.430;;;;;;280;;;;;;;;;
05.12.2021 12:00:32.336;;;;;;;;;84,97;;;;;;
05.12.2021 12:00:32.430;;;;;;280;;;;;;;;;
05.12.2021 12:00:32.836;;;;;;;;;84,98;;;;;;
05.12.2021 12:00:33.789;;;;283;;;;;;;;;;;
05.12.2021 12:00:34.414;77;;;;;;;;;;;;;;
05.12.2021 12:00:34.914;77;;;;;;;;;;;;;;
05.12.2021 12:00:35.274;;;;;;;;281;;;;;;;
05.12.2021 12:00:37.071;;;;;;;;;;;;;;63;
05.12.2021 12:00:43.227;;;;;;;;;;;;;93,5;;
05.12.2021 12:00:46.789;;;;279;;;;;;;;;;;
05.12.2021 12:01:01.071;;62,2;;;;;;;;;;;;;
05.12.2021 12:01:02.274;;;;;;;;281;;;;;;;
05.12.2021 12:01:11.196;;;85,1;;;;;;;;;;;;
05.12.2021 12:01:15.930;;;;;;281;;;;;;;;;
05.12.2021 12:01:33.181;;;85,3;;;;;;;;;;;;
05.12.2021 12:01:42.839;;;;;;;;;85,32;;;;;;
05.12.2021 12:02:05.417;78;;;;;;;;;;;;;;
05.12.2021 12:02:47.073;;;;;;;;;;13420;;;;;
05.12.2021 12:02:50.293;;;;283;;;;;;;;;;;
05.12.2021 12:02:53.574;;62,0;;;;;;;;;;;;;
05.12.2021 12:02:55.434;77;;;;;;;;;;;;;;
05.12.2021 12:03:05.434;;;;;;278;;;;;;;;;
05.12.2021 12:03:27.200;;;85,1;;;;;;;;;;;;
05.12.2021 12:03:53.341;;;;;;;;;84,97;;;;;;
05.12.2021 12:04:16.076;;;;;;;;;;;;;;62;
05.12.2021 12:04:33.795;;;;279;;;;;;;;;;;
05.12.2021 12:04:34.202;;;;;;;77,3;;;;;;;;
05.12.2021 12:04:35.202;;;;;;;77,0;;;;;;;;
05.12.2021 12:04:36.780;;;;;;;;278;;;;;;;
05.12.2021 12:04:36.842;;;;;;;;;85,02;;;;;;
05.12.2021 12:04:36.936;;;;;;280;;;;;;;;;
05.12.2021 12:04:37.795;;;;;;;;277;;;;;;;
05.12.2021 12:04:37.842;;;;;;;;;85,03;;;;;;
05.12.2021 12:04:37.936;;;;;;278;;;;;;;;;
05.12.2021 12:04:39.280;;;;279;;;;;;;;;;;
05.12.2021 12:04:41.780;;;;;;;;277;;;;;;;
05.12.2021 12:05:00.655;;;85,1;;;;;;;;;;;;
05.12.2021 12:05:10.077;;61,9;;;;;;;;;;;;;
05.12.2021 12:05:18.936;;;;;;280;;;;;;;;;
05.12.2021 12:06:19.796;;;;279;;;;;;;;;;;
05.12.2021 12:06:36.030;;;;;;;;;;;;;93,5;;
05.12.2021 12:06:40.202;;;84,9;;;;;;;;;;;;
05.12.2021 12:06:47.343;;;;;;;;;84,94;;;;;;
05.12.2021 12:06:53.921;;;;;78,2;;;;;;;;;;
05.12.2021 12:06:54.921;;;;;78,0;;;;;;;;;;
05.12.2021 12:07:04.937;;;;;;274;;;;;;;;;
05.12.2021 12:07:11.077;;;;;;;;;;;;;;63;
05.12.2021 12:07:34.437;77;;;;;;;;;;;;;;
05.12.2021 12:07:35.421;77;;;;;;;;;;;;;;
05.12.2021 12:07:47.073;;;;;;;;;;13365;;;;;
05.12.2021 12:08:08.703;;;85,2;;;;;;;;;;;;
05.12.2021 12:08:15.921;;62,0;;;;;;;;;0,9939;1,2008;;63;
05.12.2021 12:08:17.781;;;;275;;;;;;;;;;;
05.12.2021 12:08:24.843;;;;;;;;;85,21;;;;;;
05.12.2021 12:08:35.281;;;;;;;;277;;;;;;;
05.12.2021 12:08:41.843;;;;;;;;;85,12;;;;;;
05.12.2021 12:08:41.937;;;;;;276;;;;;;;;;
05.12.2021 12:08:42.468;;;;;;275;;;;;;;;;
05.12.2021 12:08:43.281;;;;;;;;277;;;;;;;
05.12.2021 12:08:43.343;;;;;;;;;85,11;;;;;;
05.12.2021 12:08:55.421;77;;;;;;;;;;;;;;
05.12.2021 12:08:55.937;77;;;;;;;;;;;;;;
05.12.2021 12:08:56.281;;;;276;;;;;;;;;;;
05.12.2021 12:08:59.078;;61,9;;;;;;;;;;;;;
05.12.2021 12:09:03.687;;;85,3;;;;;;;;;;;;
05.12.2021 12:09:11.953;;;;;;275;;;;;;;;;
05.12.2021 12:09:12.734;;;85,4;;;;;;;;;;;;
05.12.2021 12:09:15.078;;;;;;;;;;;;;;62;
05.12.2021 12:09:15.343;;;;;;;;;85,38;;;;;;
05.12.2021 12:09:23.921;;;;;78,1;;;;;;;;;;
05.12.2021 12:09:24.937;;;;;78,5;;;;;;;;;;
05.12.2021 12:09:55.078;;;;;;;;;;;;;;62;
05.12.2021 12:09:57.781;;;;279;;;;;;;;;;;
05.12.2021 12:10:16.078;;61,7;;;;;;;;;;;;;
05.12.2021 12:10:54.703;;;;;;;77,2;;;;;;;;
05.12.2021 12:10:55.687;;;;;;;77,5;;;;;;;;
05.12.2021 12:11:03.781;;;;;;;;281;;;;;;;
05.12.2021 12:11:55.173;;;;;;;77,0;;;;;;;;
05.12.2021 12:12:01.485;;;;;;281;;;;;;;;;
05.12.2021 12:12:16.924;;61,9;;;;;;;;;;;;;
05.12.2021 12:12:17.174;;;84,9;;;;;;;;;;;;
05.12.2021 12:12:23.846;;;;;;;;;84,92;;;;;;
05.12.2021 12:12:35.425;77;;;;78,0;;;;;;;;;;
05.12.2021 12:12:39.846;;;;;;;;;;;;;;63;
05.12.2021 12:12:42.284;;;;275;;;;;;;;;;;
05.12.2021 12:12:44.284;;;;;;;;277;;;;;;;
05.12.2021 12:12:44.878;;;;;;;;;84,99;;;;;;
05.12.2021 12:12:46.456;;;;;;275;;;;;;;;;
05.12.2021 12:12:47.073;;;;;;;;;;13334;;;;;
05.12.2021 12:12:47.456;;;;;;276;;;;;;;;;
05.12.2021 12:12:48.987;;62,0;;;;;;;;;;;;;
05.12.2021 12:12:49.346;;;;;;;;;85,00;;;;;;
05.12.2021 12:12:49.456;;;;;;275;;;;;;;;;
05.12.2021 12:12:58.800;;;;275;;;;;;;;;;;
05.12.2021 12:13:12.285;;;;;;;;277;;;;;;;
05.12.2021 12:13:18.800;;;;275;;;;;;;;;;;
05.12.2021 12:13:23.613;;;;;;;;;;;;;;63;
05.12.2021 12:13:26.660;;;85,0;;;;;;;;;;;;
05.12.2021 12:13:48.801;;;;;;;;277;;;;;;;
05.12.2021 12:14:23.536;77;;;;;;;;;;;;;;
05.12.2021 12:14:24.489;77;;;;;;;;;;;;;;
05.12.2021 12:14:52.834;;;;;;;;;85,31;;;;;;
05.12.2021 12:14:54.412;;;;;78,4;;;;;;;;;;
05.12.2021 12:14:54.912;;;;;78,5;;;;;;;;;;
05.12.2021 12:15:00.709;;;85,3;;;;;;;;;;;;
05.12.2021 12:15:05.459;;;;;;281;;;;;;;;;
05.12.2021 12:15:10.366;;;;;;;;;;;;;;63;
05.12.2021 12:15:15.381;;62,2;;;;;;;;;;;;;
05.12.2021 12:15:34.163;;;;;;;77,4;;;;;;;;
05.12.2021 12:15:34.663;;;;;;;77,5;;;;;;;;
05.12.2021 12:15:41.788;;;;;;;;281;;;;;;;
05.12.2021 12:16:03.773;;;;279;;;;;;;;;;;
05.12.2021 12:16:28.773;;;;;;;;281;;;;;;;
05.12.2021 12:16:36.070;;;;;;;;;;;;;93,5;;
05.12.2021 12:16:42.773;;;;279;;;;;;;;;;;
05.12.2021 12:16:46.165;;;85,0;;;;;;;;;;;;
05.12.2021 12:16:48.838;;;;;;;;;84,96;;;;;;
05.12.2021 12:16:51.432;;;;;;280;;;;;;;;;
05.12.2021 12:16:52.432;;;;;;279;;;;;;;;;
05.12.2021 12:16:53.666;;;;;;;77,4;;;;;;;;
05.12.2021 12:16:54.775;;;;;;;;280;;;;;;;
05.12.2021 12:16:55.166;;;;;;;77,0;;;;;;;;
